   0.42105    2.00000    5.00000   87.62000    0.95000    0.05206    1.91000    2.45000    0.00000 1042.00000    0.15789    8.00000    4.00000   55.84500    1.83000    0.15100    1.17000    1.72000    0.00000 1808.00000    0.42105   15.00000    2.00000   14.00670    3.04000   -0.07000    0.75000    0.75000    1.55000   63.15000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
   0.20000    3.00000    6.00000  144.24000    1.14000    0.50000    1.64000    2.64000    0.00000 1294.00000    0.50000   14.00000    4.00000   72.64000    2.01000    1.23271    1.22000    1.52000    0.00000 1211.50000    0.30000    9.00000    5.00000  102.90550    2.28000    1.14289    1.25000    1.83000    0.00000 2236.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   20.00000    8.49199   -6.29097    8.00000
   0.09091    2.00000    5.00000   87.62000    0.95000    0.05206    1.91000    2.45000    0.00000 1042.00000    0.18182   13.00000    5.00000  114.81800    1.78000    0.40400    1.44000    2.00000    1.93000  429.78000    0.36364   14.00000    4.00000   72.64000    2.01000    1.23271    1.22000    1.52000    0.00000 1211.50000    0.36364    9.00000    6.00000  192.21700    2.20000    1.56436    1.27000    1.87000    0.00000 2720.00000    0.00000    0.00000    0.00000    0.00000
   0.66667   10.00000    5.00000  106.42000    2.20000    0.56214    1.28000    1.79000    1.63000 1825.00000    0.33333   15.00000    2.00000   14.00670    3.04000   -0.07000    0.75000    0.75000    1.55000   63.15000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
   0.13333    1.00000    5.00000   85.46780    0.82000    0.48592    2.16000    2.98000    0.00000  312.63000    0.10000   14.00000    4.00000   72.64000    2.01000    1.23271    1.22000    1.52000    0.00000 1211.50000    0.20000   13.00000    2.00000   10.81100    2.04000    0.27972    0.82000    1.17000    0.00000 2365.00000    0.56667   16.00000    2.00000   15.99940    3.44000    1.46111    0.73000    0.65000    1.52000   54.80000   60.00000    3.47898   -6.90295    2.00000
   0.12500   13.00000    5.00000  114.81800    1.78000    0.40400    1.44000    2.00000    1.93000  429.78000    0.12500   13.00000    4.00000   69.72300    1.81000    0.41000    1.26000    1.81000    1.87000  302.92000    0.25000   13.00000    6.00000  204.38330    2.04000    0.37700    1.48000    2.08000    1.96000  577.00000    0.50000   16.00000    4.00000   78.96000    2.55000    2.02067    1.16000    1.22000    1.90000  494.00000    0.00000    0.00000    0.00000    0.00000
   0.33333    3.00000    5.00000   88.90585    1.22000    0.30700    1.62000    2.27000    0.00000 1795.00000    0.33333   15.00000    5.00000  121.76000    2.05000    1.04740    1.40000    1.53000    0.00000  903.91000    0.33333   10.00000    6.00000  195.07800    2.28000    2.12510    1.30000    1.83000    1.75000 2042.10000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    3.00000    9.26482   -6.76862   24.00000
   0.05556    1.00000    4.00000   39.09830    0.82000    0.50146    2.03000    2.77000    2.75000  336.80000    0.05556   11.00000    6.00000  196.96655    2.54000    2.30861    1.34000    1.79000    1.66000 1337.58000    0.22222   17.00000    5.00000  126.90447    2.66000    3.05904    1.33000    1.32000    1.98000  386.70000    0.66667   16.00000    2.00000   15.99940    3.44000    1.46111    0.73000    0.65000    1.52000   54.80000   18.00000    4.90476   -4.33414    1.00000
   0.20000    2.00000    3.00000   24.30500    1.31000    0.00000    1.36000    1.72000    1.73000  922.00000    0.20000    7.00000    4.00000   54.93805    1.55000    0.00000    1.17000    1.79000    0.00000 1518.00000    0.60000   16.00000    2.00000   15.99940    3.44000    1.46111    0.73000    0.65000    1.52000   54.80000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   10.00000    4.18166   -6.73418    6.00000
   0.25000    1.00000    4.00000   39.09830    0.82000    0.50146    2.03000    2.77000    2.75000  336.80000    0.12500   15.00000    3.00000   30.97376    2.19000    0.74650    1.06000    1.23000    1.80000  317.30000    0.12500   11.00000    6.00000  196.96655    2.54000    2.30861    1.34000    1.79000    1.66000 1337.58000    0.50000   16.00000    3.00000   32.06500    2.58000    2.07710    1.02000    1.09000    1.80000  392.20000   16.00000    3.24833   -4.19383    4.00000
   0.14286    3.00000    6.00000  173.04000    1.10000    0.50000    1.74000    2.40000    0.00000 1092.00000    0.42857    1.00000    1.00000    1.00794    2.20000    0.75420    0.32000    0.79000    1.20000   13.81000    0.42857   16.00000    2.00000   15.99940    3.44000    1.46111    0.73000    0.65000    1.52000   54.80000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
   0.14286    3.00000    6.00000  151.96400    1.20000    0.50000    1.85000    2.56000    0.00000 1095.00000    0.28571   13.00000    5.00000  114.81800    1.78000    0.40400    1.44000    2.00000    1.93000  429.78000    0.57143   16.00000    4.00000   78.96000    2.55000    2.02067    1.16000    1.22000    1.90000  494.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
   0.25000    3.00000    6.00000  167.25900    1.24000    0.50000    1.57000    2.45000    0.00000 1802.00000    0.75000    3.00000    6.00000  174.96700    1.27000    0.50000    1.56000    2.25000    0.00000 1936.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
   0.11111   10.00000    5.00000  106.42000    2.20000    0.56214    1.28000    1.79000    1.63000 1825.00000    0.22222   17.00000    5.00000  126.90447    2.66000    3.05904    1.33000    1.32000    1.98000  386.70000    0.66667   16.00000    2.00000   15.99940    3.44000    1.46111    0.73000    0.65000    1.52000   54.80000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
   0.18182    1.00000    6.00000  132.90545    0.79000    0.47163    2.35000    3.34000    0.00000  301.54000    0.09091   14.00000    5.00000  118.71000    1.96000    1.11207    1.41000    1.72000    2.17000  505.12000    0.18182   15.00000    3.00000   30.97376    2.19000    0.74650    1.06000    1.23000    1.80000  317.30000    0.54545   16.00000    4.00000   78.96000    2.55000    2.02067    1.16000    1.22000    1.90000  494.00000    0.00000    0.00000    0.00000    0.00000
   0.66667   15.00000    4.00000   74.92160    2.18000    0.81400    1.20000    1.33000    1.85000 1090.00000    0.33333    8.00000    5.00000  101.07000    2.20000    1.04638    1.25000    1.89000    0.00000 2610.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    6.00000    8.05143   -6.59178    8.00000
   0.33333   11.00000    4.00000   63.54600    1.90000    1.23578    1.17000    1.57000    1.40000 1356.60000    0.16667   14.00000    4.00000   72.64000    2.01000    1.23271    1.22000    1.52000    0.00000 1211.50000    0.50000   16.00000    3.00000   32.06500    2.58000    2.07710    1.02000    1.09000    1.80000  392.20000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   12.00000    4.36484   -4.52366    2.00000
   0.16667   11.00000    4.00000   63.54600    1.90000    1.23578    1.17000    1.57000    1.40000 1356.60000    0.16667   15.00000    6.00000  208.98038    2.02000    0.94236    1.46000    1.63000    0.00000  544.59000    0.16667   14.00000    6.00000  207.20000    2.33000    0.36400    1.47000    1.81000    2.02000  600.65000    0.50000   16.00000    3.00000   32.06500    2.58000    2.07710    1.02000    1.09000    1.80000  392.20000    0.00000    0.00000    0.00000    0.00000
   0.14286    2.00000    4.00000   40.07800    1.00000    0.02455    1.74000    2.23000    0.00000 1112.00000    0.28571    3.00000    6.00000  140.90765    1.13000    0.50000    1.65000    2.67000    0.00000 1204.00000    0.57143   16.00000    3.00000   32.06500    2.58000    2.07710    1.02000    1.09000    1.80000  392.20000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
   0.08333    1.00000    4.00000   39.09830    0.82000    0.50146    2.03000    2.77000    2.75000  336.80000    0.08333   15.00000    5.00000  121.76000    2.05000    1.04740    1.40000    1.53000    0.00000  903.91000    0.16667   16.00000    3.00000   32.06500    2.58000    2.07710    1.02000    1.09000    1.80000  392.20000    0.66667   16.00000    2.00000   15.99940    3.44000    1.46111    0.73000    0.65000    1.52000   54.80000    0.00000    0.00000    0.00000    0.00000
   0.50000   13.00000    6.00000  204.38330    2.04000    0.37700    1.48000    2.08000    1.96000  577.00000    0.50000   17.00000    4.00000   79.90400    2.96000    3.36359    1.14000    1.12000    1.85000  265.95000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    2.00000    6.05575   -2.88354   48.00000
   0.25000    3.00000    6.00000  173.04000    1.10000    0.50000    1.74000    2.40000    0.00000 1092.00000    0.75000   13.00000    3.00000   26.98154    1.61000    0.43283    1.18000    1.82000    0.00000  933.50000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
   0.16667   12.00000    5.00000  112.41100    1.69000    0.00000    1.48000    1.71000    1.58000  594.26000    0.16667   13.00000    5.00000  114.81800    1.78000    0.40400    1.44000    2.00000    1.93000  429.78000    0.16667   11.00000    4.00000   63.54600    1.90000    1.23578    1.17000    1.57000    1.40000 1356.60000    0.50000   16.00000    4.00000   78.96000    2.55000    2.02067    1.16000    1.22000    1.90000  494.00000    0.00000    0.00000    0.00000    0.00000
