0.5,13,6,204.3833,2.04,0.377,1.48,2.08,1.96,577,0.5,17,3,35.453,3.16,3.61272,0.99,0.97,1.75,172.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.71662,-3.12278,48
0.33333,7,4,54.93805,1.55,0,1.17,1.79,0,1518,0.66667,17,2,18.9984,3.98,3.40119,0.72,0.57,1.47,53.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3.7264,-6.42716,16
0.14286,13,5,114.818,1.78,0.404,1.44,2,1.93,429.78,0.28571,15,3,30.97376,2.19,0.7465,1.06,1.23,1.8,317.3,0.57143,16,4,78.96,2.55,2.02067,1.16,1.22,1.9,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1,2,6.941,0.98,0.61805,1.23,2.05,1.82,453.7,0.25,12,6,200.59,2,0,1.49,1.76,0,234.31,0.25,14,4,72.64,2.01,1.23271,1.22,1.52,0,1211.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19048,1,6,132.90545,0.79,0.47163,2.35,3.34,0,301.54,0.14286,4,5,91.224,1.33,0.426,1.45,2.16,0,2128,0.66667,16,3,32.065,2.58,2.0771,1.02,1.09,1.8,392.2,0,0,0,0,0,0,0,0,0,0,42,3.21897,-5.27345,4
0.26667,3,6,150.36,1.17,0.5,1.62,2.59,0,1347,0.06667,13,5,114.818,1.78,0.404,1.44,2,1.93,429.78,0.06667,15,5,121.76,2.05,1.0474,1.4,1.53,0,903.91,0.6,16,3,32.065,2.58,2.0771,1.02,1.09,1.8,392.2,0,0,0,0
0.5,12,6,200.59,2,0,1.49,1.76,0,234.31,0.5,16,4,78.96,2.55,2.02067,1.16,1.22,1.9,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.51755,-2.1064,24
0.66667,1,5,85.4678,0.82,0.48592,2.16,2.98,0,312.63,0.33333,16,5,127.6,2.1,1.97087,1.36,1.42,2.06,722.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.108,-2.69855,48
0.33333,7,6,186.207,1.9,0.15,1.28,1.97,0,3455,0.66667,16,4,78.96,2.55,2.02067,1.16,1.22,1.9,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8.37811,-6.87575,2
0.33333,15,6,208.98038,2.02,0.94236,1.46,1.63,0,544.59,0.33333,17,4,79.904,2.96,3.36359,1.14,1.12,1.85,265.95,0.33333,16,2,15.9994,3.44,1.46111,0.73,0.65,1.52,54.8,0,0,0,0,0,0,0,0,0,0,6,7.2943,-4.6395,16
0.28571,3,7,232.0381,1.3,0,1.65,0,0,2028,0.71429,16,4,78.96,2.55,2.02067,1.16,1.22,1.9,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8.21475,-6.15133,8
0.16667,2,5,87.62,0.95,0.05206,1.91,2.45,0,1042,0.16667,6,4,51.9961,1.66,0.67584,1.18,1.85,0,2130,0.66667,16,2,15.9994,3.44,1.46111,0.73,0.65,1.52,54.8,0,0,0,0,0,0,0,0,0,0,24,3.75528,-6.84538,4
0.14286,1,6,132.90545,0.79,0.47163,2.35,3.34,0,301.54,0.14286,13,5,114.818,1.78,0.404,1.44,2,1.93,429.78,0.14286,14,4,72.64,2.01,1.23271,1.22,1.52,0,1211.5,0.57143,16,4,78.96,2.55,2.02067,1.16,1.22,1.9,494,0,0,0,0
0.2,2,5,87.62,0.95,0.05206,1.91,2.45,0,1042,0.2,5,6,180.9479,1.5,0.322,1.34,2.09,0,3293,0.2,15,2,14.0067,3.04,-0.07,0.75,0.75,1.55,63.15,0.4,16,2,15.9994,3.44,1.46111,0.73,0.65,1.52,54.8,20,7.79459,-8.75872,2
0.11765,5,4,50.9415,1.63,0.525,1.22,1.92,0,2163,0.23529,15,6,208.98038,2.02,0.94236,1.46,1.63,0,544.59,0.64706,16,2,15.9994,3.44,1.46111,0.73,0.65,1.52,54.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14286,3,6,151.964,1.2,0.5,1.85,2.56,0,1095,0.28571,13,4,69.723,1.81,0.41,1.26,1.81,1.87,302.92,0.57143,16,3,32.065,2.58,2.0771,1.02,1.09,1.8,392.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22222,1,6,132.90545,0.79,0.47163,2.35,3.34,0,301.54,0.33333,12,6,200.59,2,0,1.49,1.76,0,234.31,0.44444,16,3,32.065,2.58,2.0771,1.02,1.09,1.8,392.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01299,12,5,112.411,1.69,0,1.48,1.71,1.58,594.26,0.38961,13,5,114.818,1.78,0.404,1.44,2,1.93,429.78,0.5974,16,5,127.6,2.1,1.97087,1.36,1.42,2.06,722.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16667,15,3,30.97376,2.19,0.7465,1.06,1.23,1.8,317.3,0.16667,1,1,1.00794,2.2,0.7542,0.32,0.79,1.2,13.81,0.16667,14,6,207.2,2.33,0.364,1.47,1.81,2.02,600.65,0.5,16,2,15.9994,3.44,1.46111,0.73,0.65,1.52,54.8,0,0,0,0
