0.66667,4,5,91.224,1.33,0.426,1.45,2.16,0,2128,0.33333,16,4,78.96,2.55,2.02067,1.16,1.22,1.9,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,7.06706,-7.79353,8
0.33333,3,6,151.964,1.2,0.5,1.85,2.56,0,1095,0.66667,1,1,1.00794,2.2,0.7542,0.32,0.79,1.2,13.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,14,5,118.71,1.96,1.11207,1.41,1.72,2.17,505.12,0.2,12,6,200.59,2,0,1.49,1.76,0,234.31,0.6,16,2,15.9994,3.44,1.46111,0.73,0.65,1.52,54.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08333,3,7,238.02891,1.38,0,1.42,0,1.86,1408,0.25,12,6,200.59,2,0,1.49,1.76,0,234.31,0.16667,16,5,127.6,2.1,1.97087,1.36,1.42,2.06,722.72,0.5,17,3,35.453,3.16,3.61272,0.99,0.97,1.75,172.17,24,5.48062,-3.45783,4
0.18182,1,6,132.90545,0.79,0.47163,2.35,3.34,0,301.54,0.18182,12,5,112.411,1.69,0,1.48,1.71,1.58,594.26,0.18182,15,6,208.98038,2.02,0.94236,1.46,1.63,0,544.59,0.45455,16,3,32.065,2.58,2.0771,1.02,1.09,1.8,392.2,0,0,0,0
0.125,3,6,140.116,1.12,0.5,1.65,2.7,0,1071,0.25,13,3,26.98154,1.61,0.43283,1.18,1.82,0,933.5,0.625,10,5,106.42,2.2,0.56214,1.28,1.79,1.63,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33333,3,6,164.93032,1.23,0.5,1.58,2.47,0,1747,0.33333,12,4,65.409,1.65,0,1.25,1.53,1.39,692.73,0.33333,9,5,102.9055,2.28,1.14289,1.25,1.83,0,2236,0,0,0,0,0,0,0,0,0,0,12,9.75639,-5.14594,8
0.35714,6,4,51.9961,1.66,0.67584,1.18,1.85,0,2130,0.07143,13,6,204.3833,2.04,0.377,1.48,2.08,1.96,577,0.57143,16,3,32.065,2.58,2.0771,1.02,1.09,1.8,392.2,0,0,0,0,0,0,0,0,0,0,14,4.52728,-6.65,4
0.05556,3,6,157.25,1.2,0.5,1.61,2.54,0,1585,0.22222,12,5,112.411,1.69,0,1.48,1.71,1.58,594.26,0.16667,13,2,10.811,2.04,0.27972,0.82,1.17,0,2365,0.55556,16,2,15.9994,3.44,1.46111,0.73,0.65,1.52,54.8,0,0,0,0
0.26667,3,6,150.36,1.17,0.5,1.62,2.59,0,1347,0.06667,13,4,69.723,1.81,0.41,1.26,1.81,1.87,302.92,0.06667,15,5,121.76,2.05,1.0474,1.4,1.53,0,903.91,0.6,16,3,32.065,2.58,2.0771,1.02,1.09,1.8,392.2,0,0,0,0
0.33333,3,5,88.90585,1.22,0.307,1.62,2.27,0,1795,0.66667,9,4,58.9332,1.88,0.6633,1.16,1.67,0,1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.58189,-7.07377,48
0.2,13,5,114.818,1.78,0.404,1.44,2,1.93,429.78,0.6,10,6,195.078,2.28,2.1251,1.3,1.83,1.75,2042.1,0.2,14,2,12.0107,2.55,1.26212,0.77,0.91,1.7,3825,0,0,0,0,0,0,0,0,0,0,0,0,0,0
